User_Age,User_Gender,User_Marital_Status,User_City_Category,User_Stay,User_Favourite_Category,User_Favourite_Product,User_Favourite_Subcategory,Purchase_Avg
51-55,F,1,C,3,3,P00000743,42.0,9344.804347826086
51-55,F,1,B,5+,3,P00005818,36.0,10963.41304347826
46-50,F,1,B,2,5,P00000770,20.0,3546.7894736842104
36-45,M,0,B,4,5,P00000953,44.0,2950.0
36-45,M,1,A,5+,3,P00083898,9.0,7781.652173913043
26-35,M,0,A,1,20,P00029424,39.0,13934.63829787234
26-35,M,0,A,5+,10,P00000947,6.0,9166.088235294117
26-35,M,0,A,3,11,P00055953,10.0,9072.302325581395
46-50,F,1,B,5+,3,P00019169,10.0,11960.446808510638
46-50,F,1,B,2,10,P00001039,20.0,2178.4
46-50,F,1,B,1,16,P00002352,36.0,1181.6666666666667
26-35,M,0,A,5+,3,P00000925,7.0,8315.933333333332
26-35,M,0,A,2,13,P00009145,30.0,6246.357142857143
26-35,M,0,A,5+,3,P00001029,20.0,6492.413043478261
0-17,M,0,A,2,16,P00005254,20.0,3182.25
26-35,M,0,A,5+,3,P00000247,30.0,7340.959183673469
26-35,M,0,A,3,3,P00048553,40.0,12934.212121212122
36-45,M,0,A,3,3,P00001383,28.0,6506.454545454545
36-45,M,1,A,3,20,P00059569,21.0,11075.222222222223
26-35,M,0,B,1,15,P00003088,20.0,5164.866666666667
46-50,M,1,B,5+,12,P00001039,42.0,7646.041666666667
51-55,F,1,B,5+,12,P00000925,36.0,6690.3125
36-45,M,1,A,4,3,P00021446,14.0,10288.8
46-50,M,1,B,4,3,P00004631,36.0,5723.863636363636
18-25,M,0,A,2,4,P00007923,20.0,9477.625
26-35,M,0,A,1,3,P00004622,36.0,12379.357142857143
46-50,F,1,C,2,16,P00003936,6.0,2390.5882352941176
51-55,F,1,C,2,4,P00001457,42.0,3235.285714285714
51-55,F,1,B,4,11,P00041118,35.0,8923.558139534884
36-45,M,0,A,4,3,P00091100,21.0,7725.214285714285
36-45,M,1,A,1,3,P00055045,7.0,14539.26
51-55,F,1,C,2,4,P00003852,6.0,3819.5882352941176
55+,F,1,C,1,12,P00006469,20.0,11931.76923076923
55+,F,1,C,4,3,P00003003,40.0,13379.694444444445
55+,F,1,C,3,4,P00001457,20.0,3650.0588235294117
18-25,M,0,A,2,10,P00000573,4.0,3632.9333333333334
55+,F,1,C,2,5,P00012783,18.0,2874.5714285714284
55+,F,1,C,3,12,P00000105,7.0,11739.853658536585
55+,F,1,C,2,17,P00067340,12.0,3557.4
55+,F,1,C,4,3,P00097587,14.0,5533.925
36-45,M,1,A,5+,3,P00000573,44.0,11541.212765957447
51-55,F,1,C,2,13,P00007255,14.0,13722.228571428572
36-45,M,0,A,4,12,P00034406,40.0,7730.666666666667
51-55,F,1,B,2,3,P00004270,7.0,6881.795454545455
46-50,M,1,A,4,3,P00003658,42.0,9669.5
51-55,F,1,B,5+,11,P00039508,36.0,6005.608695652174
46-50,M,1,A,3,3,P00001576,10.0,7738.772727272727
36-45,M,1,A,4,3,P00025226,10.0,11700.4
26-35,M,0,A,2,3,P00072677,35.0,13145.5
26-35,M,0,A,1,19,P00080853,39.0,13057.727272727272
46-50,M,1,A,4,12,P00009923,28.0,8096.326086956522
0-17,M,0,A,1,16,P00002352,21.0,5354.2307692307695
36-45,M,0,A,4,3,P00003982,27.0,6209.84
26-35,M,0,A,4,12,P00058632,40.0,6912.8536585365855
36-45,M,1,A,3,12,P00045294,20.0,11227.516129032258
36-45,M,1,B,3,11,P00052821,10.0,6829.2
46-50,F,1,B,2,3,P00059484,42.0,13068.711111111112
26-35,M,0,A,5+,1,P00001409,36.0,6621.571428571428
46-50,F,1,C,1,10,P00005818,16.0,5616.6
36-45,M,1,A,1,3,P00000101,44.0,10987.184210526315
18-25,M,0,A,2,16,P00003088,42.0,8096.2
55+,F,1,C,1,19,P00006603,30.0,11474.457142857143
51-55,F,1,C,1,4,P00001976,36.0,4678.529411764706
18-25,M,0,A,1,4,P00000947,4.0,3666.85
46-50,F,1,B,4,3,P00095896,42.0,12281.083333333334
36-45,F,1,B,1,16,P00016386,12.0,3368.25
46-50,F,1,B,3,3,P00050985,40.0,12099.72972972973
51-55,F,1,B,5+,3,P00002733,10.0,8509.209302325582
26-35,M,0,A,3,3,P00033166,10.0,6787.166666666667
36-45,M,0,A,5+,12,P00004754,30.0,7219.833333333333
46-50,F,1,B,2,3,P00001455,40.0,6342.2
26-35,M,0,A,1,10,P00013130,6.0,1587.125
51-55,F,1,B,4,3,P00000337,20.0,6636.58
26-35,M,0,A,4,8,P00000221,21.0,4244.75
36-45,M,1,A,5+,3,P00008270,14.0,14001.613636363636
46-50,F,1,B,2,3,P00078255,28.0,11112.458333333334
55+,F,1,C,3,10,P00005451,20.0,1763.875
0-17,M,0,A,2,15,P00003426,4.0,2705.4
51-55,F,1,C,4,4,P00000221,18.0,5846.05
26-35,M,0,A,5+,20,P00004649,9.0,11474.733333333334
51-55,F,1,B,4,3,P00028267,18.0,9218.62
46-50,M,1,B,4,10,P00074518,36.0,7150.895833333333
26-35,M,0,A,2,13,P00001853,13.0,13432.71052631579
36-45,M,1,A,3,7,P00003492,21.0,6854.895833333333
36-45,M,0,A,4,3,P00041654,21.0,6795.68
46-50,M,1,A,5+,6,P00092599,10.0,5724.162790697675
36-45,M,1,A,5+,13,P00006347,30.0,10308.433333333332
51-55,F,1,B,4,3,P00084273,7.0,8472.555555555555
55+,F,1,C,1,5,P00022688,32.0,3111.7
26-35,M,0,B,2,4,P00003658,36.0,1900.6
46-50,M,1,A,3,10,P00045838,9.0,6816.511627906977
36-45,M,1,A,3,3,P00024866,9.0,11520.711111111112
55+,F,1,C,3,3,P00000148,36.0,12810.8125
36-45,M,1,A,1,3,P00022408,10.0,10613.708333333334
36-45,M,1,A,5+,3,P00000947,30.0,13064.333333333334
46-50,M,1,A,5+,12,P00000925,7.0,7281.636363636364
36-45,M,0,A,4,19,P00020406,7.0,11667.833333333334
26-35,M,0,A,3,4,P00000610,35.0,10060.533333333333
51-55,F,1,C,2,16,P00001229,7.0,3399.4444444444443
46-50,F,1,B,2,10,P00000573,24.0,5521.909090909091
46-50,F,1,B,1,3,P00008604,44.0,11977.3
46-50,F,1,B,5+,3,P00003382,40.0,10665.857142857143
36-45,M,1,A,4,3,P00001708,27.0,10036.170731707318
46-50,M,1,B,5+,3,P00001409,20.0,5582.170731707317
46-50,F,1,B,3,18,P00052424,35.0,11656.644444444444
36-45,M,0,A,5+,16,P00000070,40.0,4623.46511627907
26-35,M,0,A,3,18,P00002627,42.0,11396.760869565218
26-35,M,0,B,1,10,P00001398,40.0,4277.5
55+,F,1,C,4,3,P00003453,20.0,7277.12
46-50,F,1,B,2,1,P00013678,42.0,5223.125
55+,F,1,C,4,11,P00018406,21.0,6192.46
46-50,F,1,B,4,1,P00000101,21.0,10247.8
36-45,M,1,A,4,3,P00014993,21.0,12732.323529411764
46-50,F,1,B,5+,17,P00068100,36.0,9684.09090909091
26-35,M,0,A,4,11,P00014700,27.0,7802.2307692307695
51-55,F,1,B,5+,8,P00048569,40.0,7831.98
26-35,M,0,A,2,17,P00008655,6.0,2176.5882352941176
51-55,F,1,B,1,10,P00041701,9.0,7000.86
26-35,M,0,A,1,3,P00004622,40.0,14284.741935483871
26-35,M,0,A,5+,14,P00004977,40.0,9503.272727272728
36-45,M,0,A,4,11,P00006603,36.0,7109.916666666667
51-55,F,1,C,5+,3,P00000101,21.0,10167.208333333334
26-35,M,0,A,1,3,P00001853,42.0,10984.366666666667
51-55,F,1,C,3,9,P00000247,12.0,7872.928571428572
51-55,F,1,C,3,20,P00080607,7.0,10780.972972972973
36-45,M,0,A,1,3,P00087183,42.0,10322.926829268292
18-25,M,0,A,1,5,P00000743,40.0,2113.65
46-50,F,1,B,3,9,P00018886,27.0,10057.692307692309
36-45,M,0,A,3,6,P00012374,9.0,7527.166666666667
46-50,M,1,B,4,3,P00003745,10.0,8372.690476190477
55+,F,1,C,5+,8,P00001853,36.0,6683.857142857143
55+,F,1,C,4,3,P00043600,20.0,13525.714285714286
18-25,M,0,A,2,17,P00007816,20.0,2715.2
26-35,M,0,B,1,10,P00012325,42.0,5807.6
36-45,M,1,A,4,20,P00004649,20.0,11154.605263157895
46-50,F,1,B,4,3,P00002084,10.0,12090.133333333333
46-50,M,1,B,5+,3,P00008564,21.0,9873.106382978724
36-45,M,0,B,4,16,P00007348,4.0,1874.4
0-17,M,0,A,2,4,P00005989,6.0,5390.0
26-35,M,0,A,4,12,P00005819,7.0,7045.3125
26-35,M,0,A,3,11,P00010292,9.0,7347.846153846154
46-50,F,1,B,3,18,P00009028,12.0,11957.368421052632
51-55,F,1,C,5+,11,P00000925,30.0,7794.380952380952
55+,F,1,C,1,4,P00001802,6.0,1538.157894736842
36-45,M,0,A,4,11,P00028267,28.0,7187.234042553191
51-55,F,1,C,5+,5,P00012789,40.0,4297.625
46-50,M,1,B,5+,3,P00000573,7.0,8486.1
18-25,M,0,A,3,15,P00000718,8.0,1980.3684210526317
51-55,F,1,C,4,10,P00003018,30.0,3380.7894736842104
51-55,F,1,C,1,3,P00033616,40.0,10434.697674418605
55+,F,1,C,5+,3,P00027739,14.0,12003.326086956522
0-17,M,0,A,1,10,P00002346,4.0,2788.176470588235
18-25,M,0,A,2,17,P00000772,36.0,3554.35
46-50,F,1,C,2,4,P00003852,4.0,1680.7
46-50,F,1,B,3,3,P00000101,42.0,10603.117647058823
36-45,F,1,B,4,3,P00012904,10.0,7129.1875
26-35,M,0,A,5+,3,P00086361,21.0,12182.97435897436
51-55,F,1,C,5+,3,P00009929,21.0,12154.581395348838
46-50,M,1,B,5+,12,P00033979,5.0,7266.851063829788
51-55,F,1,C,2,1,P00000809,36.0,7767.0
26-35,M,0,A,4,3,P00022507,18.0,11089.341463414634
55+,F,1,C,4,11,P00004150,10.0,8460.76
26-35,M,0,A,3,3,P00062696,35.0,12175.742857142857
51-55,F,1,B,5+,3,P00000809,30.0,6061.702127659574
36-45,M,1,A,2,3,P00000101,7.0,6669.191489361702
55+,F,1,C,3,3,P00081708,5.0,11308.454545454546
46-50,M,1,A,5+,3,P00023520,13.0,12157.361111111111
0-17,M,0,A,2,10,P00007524,24.0,8659.722222222223
51-55,F,1,C,4,17,P00002264,8.0,3238.625
51-55,F,1,C,1,10,P00013941,40.0,6790.944444444444
26-35,M,0,A,2,3,P00042138,30.0,9005.4375
51-55,F,1,B,4,20,P00000404,39.0,12288.0
55+,F,1,C,4,3,P00001069,36.0,7120.38
55+,F,1,C,4,3,P00069827,21.0,7051.62
55+,F,1,C,3,11,P00004405,40.0,5985.38
26-35,M,0,B,2,5,P00019880,13.0,6642.166666666667
46-50,M,1,A,3,3,P00000205,18.0,5237.4390243902435
0-17,M,0,A,2,15,P00001576,6.0,4132.444444444444
46-50,F,1,B,1,19,P00000070,7.0,11266.805555555555
26-35,M,0,A,2,3,P00000925,44.0,3944.0833333333335
0-17,M,0,A,3,4,P00044540,40.0,5324.4375
46-50,M,1,B,4,3,P00082148,21.0,8535.68
36-45,M,1,A,3,3,P00064867,21.0,13683.478260869566
55+,F,1,C,3,10,P00000718,6.0,3077.1
36-45,M,0,B,1,10,P00012687,18.0,4100.875
26-35,M,0,A,3,13,P00019169,9.0,10984.333333333334
46-50,M,1,B,4,3,P00002152,36.0,5796.093023255814
51-55,F,1,B,5+,3,P00000953,20.0,9433.512195121952
46-50,F,1,B,2,12,P00082828,27.0,12484.595744680852
46-50,F,1,B,3,3,P00041389,20.0,10953.94
55+,F,1,C,3,3,P00037512,12.0,10511.418604651162
36-45,M,1,A,2,13,P00088465,10.0,15294.634146341463
46-50,F,1,B,1,3,P00005261,7.0,8997.181818181818
55+,F,1,C,3,3,P00080853,28.0,11294.081081081082
46-50,F,1,B,1,3,P00001409,14.0,6739.588235294118
26-35,M,0,A,1,19,P00082961,30.0,13030.08
18-25,M,0,A,5+,10,P00002743,42.0,4766.4
51-55,F,1,B,4,11,P00002675,42.0,7470.239130434783
18-25,M,0,A,1,10,P00031161,44.0,2892.222222222222
51-55,F,1,B,2,13,P00000404,20.0,12274.151515151516
51-55,F,1,C,5+,17,P00000610,9.0,6165.7
36-45,F,1,B,4,1,P00089510,9.0,6479.307692307692
26-35,M,0,A,4,1,P00004911,9.0,7247.916666666667
51-55,F,1,B,5+,18,P00004649,42.0,13654.58
55+,F,1,C,3,3,P00001575,20.0,11756.326086956522
36-45,M,0,B,1,16,P00005460,16.0,1933.1875
18-25,M,0,A,1,17,P00006470,40.0,4451.857142857143
18-25,M,0,A,1,5,P00003451,42.0,6395.55
46-50,M,1,B,4,6,P00000718,21.0,6622.604651162791
51-55,F,1,B,5+,9,P00022092,18.0,7740.261904761905
26-35,M,0,B,1,3,P00006470,6.0,6023.64705882353
51-55,F,1,B,5+,3,P00000404,36.0,15004.066666666668
36-45,M,1,A,5+,3,P00005261,7.0,13195.513513513513
26-35,M,0,A,4,3,P00000772,28.0,7739.878048780488
46-50,F,1,C,2,4,P00006469,32.0,5264.875
36-45,M,0,A,1,3,P00071018,13.0,15291.676470588236
55+,F,1,C,5+,17,P00000105,40.0,7007.209302325581
36-45,M,0,A,4,11,P00000953,30.0,8414.85
0-17,M,0,A,1,5,P00000781,4.0,2988.9375
51-55,F,1,B,3,8,P00029768,36.0,7655.24
55+,F,1,C,2,14,P00031451,6.0,4937.2
36-45,M,1,A,2,12,P00012023,40.0,10512.066666666668
36-45,M,1,A,4,3,P00000947,40.0,6083.0
36-45,M,0,A,4,3,P00000925,12.0,8224.121951219513
36-45,M,1,A,4,11,P00004424,9.0,6594.733333333334
46-50,F,1,B,1,20,P00000549,35.0,12030.666666666666
36-45,M,0,A,5+,13,P00028092,35.0,11441.80487804878
36-45,M,1,A,4,3,P00000781,20.0,5726.044444444445
55+,F,1,C,4,12,P00050923,40.0,7072.45652173913
26-35,M,0,A,4,12,P00003448,40.0,6208.32
36-45,M,0,A,4,3,P00000953,20.0,8198.56
51-55,F,1,C,2,4,P00005261,20.0,4866.111111111111
46-50,F,1,B,3,19,P00007687,20.0,6223.5
26-35,M,0,B,2,17,P00003982,40.0,6222.555555555556
51-55,F,1,B,5+,20,P00001575,7.0,12779.340425531915
36-45,F,1,B,5+,17,P00003936,21.0,4633.444444444444
26-35,M,0,A,2,3,P00001790,9.0,8396.64705882353
36-45,F,1,B,1,15,P00006172,45.0,4932.8421052631575
55+,F,1,C,2,3,P00003018,42.0,5690.857142857143
18-25,M,0,A,1,16,P00005588,21.0,2220.0
26-35,M,0,A,4,12,P00078491,7.0,9821.277777777777
46-50,M,1,A,4,2,P00000215,20.0,5887.367346938776
26-35,M,0,A,1,10,P00026772,20.0,5112.777777777777
46-50,F,1,B,4,13,P00001409,24.0,12736.139534883721
46-50,M,1,A,5+,3,P00001156,10.0,9702.695652173914
26-35,M,0,A,4,3,P00038881,9.0,10224.25641025641
46-50,F,1,B,1,3,P00043600,10.0,14011.040816326531
55+,F,1,C,4,11,P00004819,18.0,6607.0888888888885
36-45,M,1,A,4,1,P00037640,20.0,11366.84
55+,F,1,C,1,3,P00044517,14.0,7564.734693877551
51-55,F,1,C,5+,7,P00004130,28.0,7112.195652173913
36-45,M,0,A,2,3,P00003072,30.0,6507.595744680851
0-17,M,0,A,2,5,P00003235,44.0,2013.8235294117646
51-55,F,1,C,1,5,P00001708,28.0,7433.3125
51-55,F,1,C,1,4,P00010305,42.0,4214.6
55+,F,1,C,1,3,P00000247,40.0,10703.255813953489
26-35,M,0,A,5+,9,P00003525,36.0,6621.608695652174
26-35,M,0,A,1,3,P00003161,42.0,14247.921052631578
46-50,M,1,A,4,13,P00006613,7.0,11893.032258064517
51-55,F,1,B,2,3,P00000101,20.0,12162.28
55+,F,1,C,5+,3,P00002815,10.0,6622.787234042553
51-55,F,1,B,4,3,P00040834,40.0,7563.302325581395
26-35,M,0,B,2,4,P00004622,26.0,7133.090909090909
55+,F,1,C,3,3,P00000610,40.0,8647.76923076923
26-35,M,0,A,1,10,P00004424,16.0,5555.545454545455
55+,F,1,C,4,19,P00032596,40.0,13004.204081632653
36-45,F,1,B,2,10,P00007851,4.0,5212.777777777777
26-35,M,0,A,2,3,P00008604,10.0,9348.466666666667
51-55,F,1,C,5+,10,P00080334,28.0,7632.224489795918
26-35,M,0,A,2,3,P00046993,7.0,13252.35294117647
55+,F,1,C,4,8,P00090982,18.0,5663.770833333333
18-25,M,0,A,4,4,P00007435,12.0,6196.733333333334
55+,F,1,C,4,11,P00001085,30.0,7580.553191489362
51-55,F,1,B,5+,9,P00004150,28.0,7212.775510204082
36-45,M,1,A,1,20,P00001383,18.0,11416.628571428571
51-55,F,1,C,5+,3,P00085406,7.0,11910.318181818182
36-45,M,0,B,1,4,P00006962,40.0,3155.4736842105262
36-45,M,0,A,5+,3,P00003382,12.0,13289.478260869566
46-50,F,1,B,5+,3,P00064596,28.0,11017.617647058823
51-55,F,1,C,2,8,P00048891,30.0,6280.333333333333
51-55,F,1,B,4,10,P00001576,20.0,6654.6511627906975
55+,F,1,C,5+,12,P00000105,30.0,7042.5
55+,F,1,C,4,3,P00016652,27.0,7905.930232558139
26-35,M,0,B,1,5,P00001976,4.0,6756.615384615385
46-50,F,1,B,3,3,P00004898,40.0,13949.833333333334
51-55,F,1,C,5+,3,P00000526,18.0,6292.270833333333
51-55,F,1,C,1,17,P00001794,36.0,3610.866666666667
26-35,M,0,A,4,9,P00008016,14.0,8039.944444444444
36-45,M,1,A,2,19,P00000101,30.0,8518.068181818182
36-45,M,0,A,4,11,P00051079,40.0,6884.166666666667
0-17,M,0,A,3,17,P00007153,6.0,6200.266666666666
51-55,F,1,C,1,5,P00000205,24.0,2195.5454545454545
26-35,M,0,A,4,3,P00010273,42.0,5994.489795918367
51-55,F,1,B,4,3,P00028271,10.0,8378.609756097561
0-17,M,0,A,2,4,P00022514,4.0,5844.333333333333
18-25,M,0,A,1,4,P00000526,40.0,8075.666666666667
26-35,M,0,A,5+,8,P00026305,27.0,6957.166666666667
26-35,M,0,A,2,3,P00063137,42.0,12122.95
36-45,M,1,A,2,18,P00000573,18.0,12297.875
36-45,M,1,A,1,20,P00043444,42.0,12401.959183673469
51-55,F,1,C,5+,3,P00002733,36.0,7851.204545454545
26-35,M,0,A,4,3,P00056084,18.0,6251.260869565217
26-35,M,0,B,1,10,P00005612,16.0,2874.1111111111113
18-25,M,0,A,1,10,P00012412,14.0,3629.9411764705883
26-35,M,0,B,1,17,P00001455,24.0,3730.4285714285716
36-45,M,1,A,3,3,P00028767,42.0,12121.472222222223
26-35,M,0,A,1,3,P00050604,45.0,14113.170212765957
46-50,F,1,B,5+,13,P00004082,7.0,13396.204545454546
36-45,M,0,A,4,12,P00002469,14.0,6958.977777777778
18-25,M,0,A,1,15,P00005873,16.0,5487.65
36-45,F,1,B,1,10,P00007781,7.0,7109.363636363636
51-55,F,1,B,4,12,P00000809,30.0,8333.27659574468
46-50,F,1,B,3,3,P00004649,14.0,12007.657894736842
55+,F,1,C,4,18,P00009955,28.0,12450.511111111111
36-45,M,0,B,2,4,P00009159,20.0,3411.6666666666665
0-17,M,0,A,1,10,P00016536,30.0,6802.625
46-50,F,1,C,3,17,P00007524,36.0,2836.0833333333335
51-55,F,1,B,3,3,P00027739,14.0,12901.90909090909
26-35,M,0,A,4,16,P00028174,21.0,6629.458333333333
0-17,M,0,A,1,10,P00003936,4.0,5913.142857142857
26-35,M,0,A,2,4,P00004403,20.0,5043.076923076923
51-55,F,1,C,5+,16,P00002815,36.0,5157.071428571428
55+,F,1,C,3,3,P00004819,44.0,12503.75
26-35,M,0,A,2,8,P00058690,20.0,10073.31914893617
26-35,M,0,A,5+,13,P00095328,44.0,12578.755555555555
46-50,M,1,B,5+,3,P00067491,30.0,6547.5
36-45,F,1,B,2,11,P00010017,12.0,4352.578947368421
51-55,F,1,B,4,1,P00000205,21.0,6495.102040816327
26-35,M,0,A,1,7,P00055150,27.0,7786.642857142857
46-50,F,1,B,3,3,P00024235,30.0,13236.880952380952
46-50,M,1,A,5+,3,P00022514,7.0,13420.98
55+,F,1,C,1,11,P00000718,9.0,9831.052631578947
18-25,M,0,A,3,6,P00018406,20.0,7343.8421052631575
51-55,F,1,C,2,17,P00017902,30.0,7632.368421052632
26-35,M,0,B,5+,10,P00012412,36.0,3175.4375
46-50,F,1,C,1,16,P00006603,30.0,5033.733333333334
46-50,F,1,B,5+,20,P00007687,24.0,12654.871794871795
46-50,F,1,B,5+,4,P00005857,36.0,3496.7
55+,F,1,C,4,20,P00063082,28.0,11228.219512195123
46-50,F,1,B,3,3,P00004752,7.0,13339.978723404256
26-35,M,0,A,5+,20,P00005627,30.0,13555.0
46-50,F,1,B,5+,3,P00001110,30.0,11116.41304347826
55+,F,1,C,5+,8,P00002084,36.0,5301.7
51-55,F,1,C,2,11,P00000953,40.0,5886.466666666666
36-45,M,0,A,1,19,P00003658,40.0,15401.6
46-50,F,1,B,1,4,P00005627,4.0,5916.0625
26-35,M,0,A,4,9,P00018479,42.0,9284.3
46-50,F,1,B,2,10,P00008604,4.0,4814.8125
26-35,M,0,A,2,12,P00004649,42.0,8802.0
55+,F,1,C,4,10,P00004150,36.0,5387.235294117647
46-50,F,1,B,1,1,P00003525,42.0,4700.7
51-55,F,1,B,5+,3,P00000247,20.0,6447.704545454545
0-17,M,0,A,3,5,P00002052,18.0,7000.8
0-17,M,0,A,2,8,P00021640,10.0,5501.533333333334
46-50,F,1,B,5+,17,P00041636,18.0,11718.578947368422
36-45,M,0,A,1,3,P00061669,4.0,11613.451612903225
36-45,M,1,A,2,3,P00005627,42.0,13731.78
36-45,M,1,A,3,3,P00000101,10.0,11873.690476190477
46-50,M,1,B,5+,11,P00023511,10.0,6240.568181818182
0-17,M,0,A,1,4,P00018683,8.0,6344.272727272727
18-25,M,0,A,1,3,P00029964,6.0,9857.3
51-55,F,1,C,3,3,P00038508,12.0,12029.512195121952
46-50,M,1,B,4,3,P00000070,40.0,7219.36170212766
46-50,M,1,B,5+,3,P00008564,36.0,7069.930232558139
36-45,M,1,B,4,3,P00000404,36.0,6268.1
26-35,M,0,A,4,3,P00005627,14.0,14189.738095238095
55+,F,1,C,4,1,P00007161,42.0,6484.209302325581
46-50,M,1,A,5+,7,P00054306,30.0,6310.023255813953
55+,F,1,C,4,3,P00008197,36.0,8154.5
26-35,M,0,A,3,3,P00028347,20.0,12801.060606060606
26-35,M,0,B,2,5,P00005311,4.0,5769.916666666667
55+,F,1,C,1,5,P00013130,4.0,2312.7
36-45,M,0,B,2,15,P00008564,21.0,2514.0
51-55,F,1,C,5+,3,P00028904,20.0,11964.866666666667
36-45,M,1,A,2,3,P00047826,7.0,14850.9
18-25,M,0,A,2,4,P00017389,7.0,5810.0
46-50,M,1,B,2,3,P00003088,40.0,5741.25
46-50,F,1,B,4,3,P00054968,13.0,13123.46875
26-35,M,0,A,3,19,P00025310,10.0,12472.431818181818
46-50,F,1,B,4,20,P00019327,28.0,11297.277777777777
55+,F,1,C,3,3,P00000947,40.0,7108.816326530612
46-50,F,1,B,2,3,P00000781,27.0,3500.5
51-55,F,1,C,3,11,P00002379,10.0,6169.133333333333
26-35,M,0,A,2,1,P00007992,28.0,6139.071428571428
0-17,M,0,A,2,5,P00004270,18.0,5213.818181818182
46-50,M,1,B,1,10,P00088724,27.0,7678.0625
55+,F,1,C,3,3,P00046599,24.0,14807.32558139535
46-50,F,1,B,3,1,P00008415,20.0,8292.625
51-55,F,1,B,2,13,P00008270,42.0,14584.947368421053
51-55,F,1,C,2,10,P00000148,20.0,6908.024390243902
18-25,M,0,A,1,10,P00001229,6.0,3694.65
26-35,M,0,A,5+,3,P00000404,28.0,12839.533333333333
55+,F,1,C,2,10,P00011310,7.0,5456.411764705882
26-35,M,0,B,2,10,P00000070,24.0,2865.8333333333335
26-35,M,0,A,5+,12,P00019026,40.0,5828.733333333334
18-25,M,0,A,2,5,P00012025,6.0,3269.375
51-55,F,1,B,5+,3,P00026913,42.0,10437.32
46-50,M,1,A,4,3,P00042825,20.0,10584.777777777777
51-55,F,1,C,5+,3,P00080456,28.0,8644.78
36-45,F,1,B,2,5,P00000772,28.0,7581.736842105263
36-45,M,0,B,2,5,P00009397,40.0,4601.636363636364
46-50,F,1,C,1,10,P00004082,20.0,9019.2
26-35,M,0,A,5+,3,P00024562,40.0,11157.785714285714
55+,F,1,C,2,19,P00061128,14.0,13427.511627906977
55+,F,1,C,1,10,P00007153,12.0,5852.941176470588
26-35,M,0,A,1,3,P00096841,27.0,14015.36
51-55,F,1,B,1,3,P00001383,14.0,12496.634146341463
36-45,M,0,A,5+,10,P00008131,18.0,7716.977777777778
0-17,M,0,A,1,10,P00006469,4.0,2503.3333333333335
26-35,M,0,A,3,3,P00053573,22.0,11063.386363636364
26-35,M,0,A,3,3,P00058765,21.0,8635.105263157895
36-45,F,1,B,1,5,P00004898,18.0,4013.3529411764707
51-55,F,1,C,3,11,P00000148,20.0,4348.642857142857
18-25,M,0,A,3,5,P00019327,28.0,3596.9411764705883
51-55,F,1,C,2,18,P00028290,42.0,9752.755102040815
46-50,F,1,B,2,15,P00016051,24.0,1094.4545454545455
18-25,M,0,A,3,3,P00005621,40.0,6031.64705882353
36-45,M,0,A,4,3,P00000105,10.0,6194.208333333333
18-25,M,0,A,5+,10,P00004604,28.0,2450.5833333333335
36-45,F,1,B,2,5,P00000770,42.0,3542.4666666666667
0-17,M,0,A,5+,10,P00000925,40.0,3399.3888888888887
18-25,M,0,A,3,10,P00000781,42.0,2001.5625
46-50,M,1,B,2,12,P00012609,12.0,7819.0
51-55,F,1,C,2,17,P00001803,18.0,3458.4375
36-45,M,0,A,5+,3,P00017257,42.0,6504.666666666667
26-35,M,0,B,2,3,P00005818,20.0,6696.933333333333
0-17,M,0,A,1,16,P00010617,40.0,4478.75
51-55,F,1,B,3,12,P00072755,10.0,8754.416666666666
36-45,M,1,B,4,3,P00073899,7.0,8296.285714285714
51-55,F,1,C,2,12,P00000809,7.0,6907.176470588235
26-35,M,0,A,4,19,P00037915,10.0,13694.8125
55+,F,1,C,1,10,P00000549,20.0,3509.294117647059
26-35,M,0,A,2,3,P00083865,40.0,11004.16
36-45,M,0,B,2,17,P00022092,36.0,6178.066666666667
36-45,M,0,A,1,3,P00003954,10.0,12824.822222222223
51-55,F,1,B,3,19,P00066097,42.0,11870.0
26-35,M,0,A,4,3,P00000526,36.0,6562.658536585366
51-55,F,1,C,5+,9,P00000337,7.0,8403.461538461539
26-35,M,0,A,5+,3,P00042233,9.0,10632.5
36-45,M,1,A,1,20,P00020929,14.0,11604.904761904761
46-50,F,1,B,1,3,P00003693,42.0,4957.307692307692
46-50,F,1,B,3,20,P00001575,7.0,12509.891304347826
46-50,F,1,B,1,10,P00004008,30.0,6158.368421052632
46-50,M,1,B,5+,3,P00011524,18.0,7135.46511627907
18-25,M,0,A,1,17,P00005588,32.0,1145.2
36-45,M,1,A,3,20,P00032403,14.0,9635.234042553191
0-17,M,0,A,2,12,P00001803,21.0,6040.8421052631575
18-25,M,0,A,5+,4,P00000772,28.0,3564.5833333333335
46-50,M,1,A,1,12,P00001575,9.0,7264.093023255814
55+,F,1,C,2,19,P00054273,20.0,12784.333333333334
26-35,M,0,A,3,3,P00023359,40.0,12007.66
46-50,M,1,A,5+,10,P00028381,30.0,7622.0
46-50,M,1,B,4,3,P00003658,36.0,4928.463414634146
26-35,M,0,A,4,3,P00027480,20.0,12494.54347826087
46-50,F,1,B,3,3,P00004979,28.0,10711.266666666666
55+,F,1,C,2,17,P00000953,42.0,979.2857142857143
36-45,M,1,B,2,11,P00012502,27.0,7912.0
36-45,M,1,A,1,3,P00000370,40.0,11636.630434782608
55+,F,1,C,1,5,P00002052,6.0,5167.5
